Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
.,org.jkiss.dbeaver.model,DBPScriptObjectExt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model,DBPStatefulObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model,DBPSystemInfoObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model,DBPSystemObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model,DBPTermProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model,DBPToolTipObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model,DBPUniqueObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model,DBPVirtualObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model,DBUtils,Feature Envy,The tool detected a instance of this smell because getEntityAttributes is more interested in members of the type: Log
.,org.jkiss.dbeaver.model,DBUtils,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: DBPDataSource; DBPDataSourceContainer in method getParentOfType
.,org.jkiss.dbeaver.model,DBUtils,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 145 public methods
.,org.jkiss.dbeaver.model,DBUtils,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: CompareObjectsExecutor; DataSourceDescriptor; FilterMapping; NavigateBookmarkHandler; DataSourceAutoCommitHandler; DataSourceCommitHandler; DataSourceRollbackHandler; DataSourceToolbarHandler; DataSourceTransactionModeContributor; SelectActiveSchemaHandler; DataSourcePropertyTester; ModelPropertyTester; ObjectPropertyTester; DBeaverStackRenderer; GISGeometryValueHandler; GisTransformUtils; GeometryDataUtils; GISLeafletViewer; DataExporterXLSX; SQLScriptDataReceiver; DatabaseConsumerSettings; DatabaseMappingAttribute; DatabaseMappingContainer; DatabaseTransferConsumer; DatabaseTransferProducer; DatabaseTransferUtils; DTUtils; DataExporterDbUnit; DataExporterHTML; DataExporterJSON; DataExporterMarkdownTable; DataExporterSourceCode; DataExporterSQL; DataExporterTXT; DataExporterXML; StreamConsumerSettings; StreamEntityMapping; StreamTransferConsumer; DataImporterCSV; DataImportHandler; ColumnsMappingDialog; ConfigureMetadataStructureDialog; DatabaseConsumerPageLoadSettings; DatabaseConsumerPageMapping; DatabaseProducerPageInputObjects; MappingRulesDialog; PreviewMappingDialog; StreamConsumerPageOutput; DataTransferPagePipes; DataTransferWizard; ConnectionFolderSelector; ObjectContainerSelectorPanel; DatabaseBreakpoint; DebugUtils; ToggleProcedureBreakpointTarget; DatabaseScriptEditor; DiagramObjectCollector; ERDContentProviderDefault; ERDDiagram; ERDEntity; ERDUtils; EntityAddCommand; EntityFigure; DiagramLoader; CrowsFootDiagramNotation; EntityPart; AltibaseTableColumnManager; AltibaseDataSource; AltibaseDataTypeCache; AltibaseMetaModel; AltibasePackage; AltibaseProcedureBase; AltibaseProcedurePackaged; AltibaseSchema; AltibaseSynonym; AltibaseTable; AltibaseTablespace; AltibaseTableTrigger; AltibaseViewAbs; AltibaseToolMViewRefresh; CreateTypesetPage; AthenaMetaModel; ClickhouseTypeParser; ClickhouseTableManager; ClickhouseCatalog; ClickhouseDataTypeCache; ClickhouseMetaModel; ClickhouseSchema; ClickhouseTable; ClickhouseTupleType; CubridTableColumnManager; CubridCharset; CubridDataSource; CubridProcedure; CubridTable; CubridView; CubridMetaModel; DamengSchemaManager; DamengTableColumnManager; DamengTableManager; DamengExecutionContext; DamengMetaModel; DamengSchema; DamengTable; DamengUtils; DatabricksMetaModel; DatabricksSchema; DatabricksTable; DatabricksView; DataVirtualityMetaModel; DB2Utils; DB2SchemaManager; DB2TableColumnManager; DB2TableManager; DB2NicknameCache; DB2DataType; DB2ExecutionContext; DB2IndexColumn; DB2RoutineParm; DB2SchemaObject; DB2Table; DB2TableBase; DB2TableCheckConstraint; DB2TableForeignKey; DB2TableReference; DB2TableUniqueKey; DB2IConstraintManager; DB2ITableManager; DB2IMetaModel; DB2PlanSchemaConfigurator; DB2ZOSMetaModel; DenodoMetaModel; DerbyMetaModel; DuckMetaModel; ExasolConnectionManager; ExasolConsumerGroupManager; ExasolForeignKeyManager; ExasolPrimaryKeyManager; ExasolPriorityGroupManager; ExasolRoleManager; ExasolSchemaManager; ExasolSecurityPolicyManager; ExasolTableColumnManager; ExasolTableManager; ExasolUserManager; ExasolViewManager; ExasolChangeUserPasswordManager; ExasolDataSource; ExasolDataType; ExasolExecutionContext; ExasolFunction; ExasolSchemaObject; ExasolScript; ExasolTable; ExasolTableBase; ExasolTableForeignKey; ExasolTableIndex; ExasolView; ExasolUtils; ExasolBaseTableToolDialog; FireBirdTableColumnManager; FireBirdUtils; FireBirdDatabaseTrigger; FireBirdDataSource; FireBirdDataTypeCache; FireBirdMetaModel; FireBirdProcedure; FireBirdSequence; FireBirdTable; FireBirdTableColumn; FireBirdTableTrigger; FireBirdView; GenericPrimaryKeyManager; ForeignKeysCache; GenericCatalog; GenericContainerTrigger; GenericDataSource; GenericExecutionContext; GenericObjectContainer; GenericPackage; GenericProcedure; GenericSynonym; GenericTableConstraint; GenericTableForeignKey; GenericTableIndex; GenericTableTrigger; IndexCache; TableCache; GenericMetaModel; GreenplumDataSource; GreenplumExternalTable; GreenplumUtils; H2ConstraintManager; H2TableManager; H2MetaModel; H2GISDataSource; HANASchemaManager; HANADataSource; HANADependency; HANAMetaModel; HANAProcedure; HANASchema; HANAStructureAssistant; HANATableColumn; HiveIndexManager; HiveTableColumnManager; HiveTableManager; HiveDataSourceInfo; HiveIndex; HiveMetaModel; HSQLMetaModel; HSQLTrigger; InformixUtils; InformixMetaModel; KognitioMetaModel; SQLServerGenericProcedureManager; SQLServerGenericTriggerManager; SQLServerBaseTableManager; SQLServerCheckConstraintManager; SQLServerDatabaseManager; SQLServerExternalTableManager; SQLServerLoginManager; SQLServerObjectManager; SQLServerProcedureManager; SQLServerTableColumnManager; SQLServerTableTriggerManager; SQLServerViewManager; SQLServerGenericDataSource; SQLServerGenericIndex; SQLServerGenericSchema; SQLServerGenericSynonym; SQLServerGenericTable; SQLServerGenericTrigger; SQLServerMetaModel; SQLServerDatabaseTrigger; SQLServerDataSource; SQLServerDataType; SQLServerExecutionContext; SQLServerExternalTable; SQLServerLoginPasswordManager; SQLServerProcedure; SQLServerProcedureParameter; SQLServerSchema; SQLServerSequence; SQLServerSynonym; SQLServerTable; SQLServerTableBase; SQLServerTableCheckConstraint; SQLServerTableColumn; SQLServerTableForeignKey; SQLServerTableIndex; SQLServerTableTrigger; SQLServerTableType; SQLServerTableUniqueKey; SQLServerTriggerBase; SQLServerView; SQLServerUtils; SQLServerToolTableTriggerDisable; SQLServerToolTableTriggerEnable; MySQLConstraintManager; MySQLEventManager; MySQLIndexManager; MySQLSequenceManager; MySQLTableColumnManager; MySQLTriggerManager; MySQLViewManager; MySQLCatalog; MySQLCharset; MySQLExecutionContext; MySQLHelpProvider; MySQLInsertReplaceMethodUpdate; MySQLPartition; MySQLProcedure; MySQLSequence; MySQLStructureAssistant; MySQLTable; MySQLTableBase; MySQLTableColumn; MySQLTableConstraint; MySQLTableConstraintBase; MySQLTableForeignKey; MySQLTableIndex; MySQLTrigger; MySQLView; MySQLExportSettings; MySQLScriptExecuteHandler; MySQLExportWizardPageObjects; MySQLCommandGrantPrivilege; MySQLTriggerConfigurator; NetezzaMetaModel; OceanbaseMySQLDataSource; OracleCLOBValueHandler; OracleContentXML; OracleXMLValueHandler; OracleSchemaManager; OracleTableColumnManager; OracleTableManager; OracleChangeUserPasswordManager; OracleDataSource; OracleDataType; OracleDataTypeAttribute; OracleDependency; OracleExecutionContext; OracleMaterializedView; OracleProcedureArgument; OracleProcedurePackaged; OracleProcedureStandalone; OracleSchedulerJob; OracleSchemaObject; OracleSQLDialect; OracleStructureAssistant; OracleSynonym; OracleTableBase; OracleTableColumn; OracleTableConstraint; OracleTableForeignKey; OracleTableIndex; OracleTablePhysical; OracleTablespace; OracleTrigger; OracleView; OracleToolsTableGatherStatistics; OracleToolTableTruncate; CompileHandler; JobRunHandler; PostgreCommandGrantPrivilege; PostgreConstraintManager; PostgreDatabaseManager; PostgreDataTypeManager; PostgreEventTriggerManager; PostgreExtensionManager; PostgreForeignKeyManager; PostgreForeignServerManager; PostgreIndexManager; PostgreJobManager; PostgreJobScheduleManager; PostgreJobStepManager; PostgreMViewManager; PostgreProcedureManager; PostgreRoleManager; PostgreSchemaManager; PostgreSequenceManager; PostgreTableManager; PostgreTablePolicyManager; PostgreTablespaceManager; PostgreTriggerManager; PostgreViewManager; PostgreAttribute; PostgreCopyLoader; PostgreDatabase; PostgreDataBoundTypeAttribute; PostgreDataSource; PostgreDataType; PostgreDataTypeCache; PostgreDialect; PostgreEventTrigger; PostgreExecutionContext; PostgreIndex; PostgreInsertReplaceMethod; PostgreNamespace; PostgreObjectPrivilege; PostgreRolePrivilege; PostgreRule; PostgreSchema; PostgreSequence; PostgreStructureAssistant; PostgresUserPasswordManager; PostgreTable; PostgreTableForeignKey; PostgreTableReal; PostgreTablespace; PostgreTrigger; PostgreViewBase; PostgreArrayValueHandler; PostgreRefCursor; PostgreStructValueHandler; PostgreMetaModel; CockroachSequence; PostgreServerCockroachDB; PostgreServerExtensionBase; PostgreServerRisingWave; PostgreServerRedshift; RedshiftExternalTable; RedshiftSchema; RedshiftTable; RedshiftView; YellowBrickUtils; SQLGeneratorDeleteUsing; SQLGeneratorInsertOnConflict; SQLGeneratorUpdateFrom; PostgreUtils; PostgreValueParser; PostgreBackupAllSettings; PostgreDatabaseBackupHandler; PostgreDatabaseBackupSettings; PostgreDatabaseRestoreHandler; PostgreDatabaseRestoreSettings; PostgreScriptExecuteSettings; PostgreToolTableTriggerDisable; PostgreToolTableTriggerEnable; PostgreToolTableTruncate; PostgreFDWConfigWizard; PostgreFDWConfigWizardPageConfig; PostgreBackupWizardPageObjects; PostgresRolePrivilegesEditor; PostgreCreateExtensionDialog; SnowflakeDataSource; SnowflakeDataTypeCache; SnowflakeExecutionContext; SnowflakeMetaModel; SnowflakeSQLDialect; SQLiteTableColumnManager; SQLiteTableForeignKeyManager; SQLiteTableManager; SQLiteMetaModel; SQLiteUtils; TeradataTrigger; TiDBMySQLDataSource; TrinoMetaModel; VerticaConstraintManager; VerticaProjectionColumnManager; VerticaSequenceManager; VerticaTableColumnManager; VerticaChangeUserPasswordManager; VerticaDataSource; VerticaMetaModel; VerticaProjection; VerticaSchema; VerticaStructureAssistant; VerticaUDF; VerticaUtils; WMIClass; WMINamespace; FunctionCountNulls; DBDAttributeBinding; DBDAttributeBindingCustom; DBDAttributeBindingMeta; DBDAttributeBindingType; DBDAttributeConstraint; DBDDataFilter; DBDLabelValuePair; DBDRowIdentifier; DBValueFormatting; DBUtilsTest; DBExecUtils; AbstractContextDescriptor; DataSourceContextProvider; DBObjectNameCaseTransformer; BaseValueHandler; ExecuteBatchImpl; ExecuteBatchWithMultipleInsert; ExecuteInsertBatchImpl; ArrayAttributeTransformer; ComplexTypeAttributeTransformer; MapAttributeTransformer; AbstractCommandContext; SQLDatabasePersistActionAtomic; LocalResultSetColumn; AbstractSQLDialect; StandardSQLDialectQueryGenerator; SQLConstraintManager; SQLForeignKeyManager; SQLIndexManager; SQLTableColumnManager; SQLTableManager; SQLTriggerManager; AbstractAttribute; AbstractDataType; AbstractObjectReference; AbstractTable; ContextDefaultObjectsReader; DBNDatabaseNode; DBNModel; DBNUtils; QMUtils; RMUtils; DBSSecretController; SQLQuery; SQLUtils; SQLGroupingQueryGenerator; SQLScriptContext; SQLSearchUtils; SQLSemanticProcessor; ListCache; DBTaskUtils; DBVEntity; DBVEntityForeignKey; DBVModelSerializerLegacy; DBVUtils; ConnectionTestJob; DataSourceMonitorJob; DataSourcePropertyFilter; PropertySourceEditable; QMMCollectorImpl; MetadataProcessor; JDBCCompositeCache; JDBCObjectCache; JDBCObjectLookupCache; JDBCObjectWithParentCache; JDBCStructCache; JDBCStructLookupCache; JDBCReferenceValueHandler; JDBCStructValueHandler; JDBCCollection; JDBCComposite; JDBCCompositeDynamic; JDBCCompositeMap; JDBCCompositeStatic; JDBCContentLOB; JDBCReference; JDBCCallableStatementImpl; JDBCColumnMetaData; JDBCPreparedStatementImpl; JDBCResultSetMetaDataImpl; JDBCTableMetaData; JDBCDataSource; JDBCDataType; JDBCTable; JDBCTableColumn; JDBCTableForeignKey; SQLCompletionAnalyzer; SQLQueryDataContainer; SQLScriptProcessor; SQLGenerator; SQLGeneratorDelete; SQLGeneratorInsert; SQLGeneratorJoin; SQLGeneratorMerge; SQLGeneratorSelect; SQLGeneratorTable; SQLGeneratorUpdate; SQLQueryCompletionContext; SQLQueryRowsTableDataModel; SQLToolExecuteHandler; SQLToolExecuteSettings; TaskManagerImpl; AbstractNativeToolHandler; AbstractNativeToolSettings; AbstractNativeToolWizard; ExecuteToolHandler; ToolsPropertyTester; TaskConfigurationWizardPageTask; DatabaseTasksTree; DashboardDatabaseSelectDialog; DashboardItemViewSettingsDialog; DashboardManagerDialog; DashboardUpdater; BaseACLManager; ObjectACLEditor; DatabaseEditorInput; DatabaseLazyEditorInput; EditorSearchActionsContributor; EditorUtils; DataFilterRegistry; ResultSetDataReceiver; ResultSetFilterContentAdapter; ResultSetModel; ResultSetPersister; ResultSetPresentationDescriptor; ResultSetReferenceMenu; ResultSetRow; ResultSetUtils; ResultSetViewer; TransformerSettingsDialog; SQLGeneratorDeleteFromData; SQLGeneratorInsertFromData; SQLGeneratorResultSet; SQLGeneratorSelectFromData; SQLGeneratorSelectManyFromData; SQLGeneratorUpdateFromData; ResultSetPropertyTester; GroupingDataContainer; GroupingResultsContainer; GroupingResultsDecorator; ReferencesResultsContainer; PlainTextFormatter; SpreadsheetCommandHandler; SpreadsheetPresentation; FilterValueEditPopup; GenericFilterValueEdit; EditVirtualEntityDialog; ValueViewDialog; ContentPanelEditor; CursorViewComposite; BaseValueManager; ValueManagerDescriptor; AbstractDataEditor; VirtualStructureEditor; AttributesSelectorPage; ConstraintNameGenerator; CreateProcedurePage; CreateSequencePage; EditAttributePage; EditDictionaryPage; EditForeignKeyPage; EditObjectDialog; ImageStreamValueManager; SessionManagerViewer; QueryLogViewer; SQLCommandInclude; GenerateMultiSQLDialog; GenerateSQLDialog; SQLScriptStatusDialog; SQLQueryJob; SQLGeneratorContributor; SQLGeneratorDDLFromResultSet; SQLEditorHandlerNavigateObject; SQLEditorHandlerOpenObjectConsole; PrefPageSQLFormat; SQLEditor; SQLEditorBase; SQLEditorOutputViewer; SQLContextInformer; SQLAttributeResolver; SQLContainerResolver; SQLDataTypeResolver; SQLEntityResolver; ScopeSelectorControl; EntityEditor; EntityHyperlink; TabbedFolderPageProperties; NavigatorHandlerCopyObject; NavigatorHandlerExec; NavigatorHandlerLinkEditor; NavigatorHandlerObjectBase; NavigatorHandlerObjectDelete; NavigatorHandlerObjectGoto; NavigatorHandlerObjectOpen; StatisticsNavigatorNodeRenderer; GotoObjectDialog; ObjectBrowserDialogBase; SelectDatabaseDialog; NavigatorDragSourceListener; NavigatorAdapterFactory; NavigatorUtils; PrefPageProjectResourceSettings; SearchDataPage; SearchDataQuery; SearchMetadataPage; SearchMetadataQuery; HandlerConnectionValidate; DatabaseContainerBuilder; SchemaContainerBuilder; TableAttributeContainerBuilder; TableContainerBuilder; RequestBuilder. Outgoing dependencies: Log; DBPNamedObject; DBSObject; DBPAttributeReferencePurpose; DBPDataSource; SQLDialect; DBRProgressMonitor; DBSObjectContainer; DBPProject; DBPDataSourceContainer; DBSEntity; DBSEntityAttribute; DBSTypedObject; DBSDataContainer; DBVEntity; DBSAttributeBase; DBSEntityAssociation; DBPDataKind; DBSEntityConstraint; DBSEntityReferrer; DBSEntityAttributeRef; SQLQuery; DBPEvent; DBPDataTypeProvider; DBPEvaluationContext; DBSDataType; DBSInstance; IVariableResolver; DBPDataSourceRegistry; DBPWorkspace; DBRRunnableWithResult; DBSObjectType; DBECommandContext; DBRProgressListener; DBServiceConnections; BasicSQLDialect; DefaultValueHandler; DBSEntityConstraintType; SQLQueryType; ModelPreferences; ModelMessages; DBPDataSourcePermission; DBPScriptObject; SQLUtils; DBVUtils; DBWorkbench; RuntimeUtils; GeneralUtils; DBObjectNameCaseTransformer
.,org.jkiss.dbeaver.model,DBUtils.ChildExtractor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model,DBValueFormatting,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NATIVE_FLOAT_FORMATTER; NATIVE_DOUBLE_FORMATTER; log
.,org.jkiss.dbeaver.model.dpi,DBPApplicationDPI,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.dpi,DPIClientObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.dpi,DPIProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.dpi,DPIServerSmartObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBECommand,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ServiceRegistry; Log; ModelPreferences; DBPConnectionConfiguration; DBPConnectionBootstrap; GeneralUtils; ApplicationDescriptor; DBPApplication; DBPPlatform; DBPWorkspace; DBPProject; DBPDataSourceRegistry; DBWNetworkProfile; DBWHandlerConfiguration; DBPDataSourceContainer; DBSObjectFilter; SQLUtils; SQLDialect; DBPDataSource; DBDDataFilter; DBDAttributeBinding; DBDRowIdentifier; DBSEntity; DBSEntityType; DBIcon; DBSEntityConstraint; DBUtils; DBSDataContainer; DBCSession; DBCExecutionContext; DBCExecutionContextDefaults; DBCException; DBCStatement; DBCResultSet; DBDDataReceiver; DBVEntity; DBVContainer; DBVModel; DBVObject; JSONUtils; DBNDatabaseNode; DBXTreeItem; AbstractDescriptor; DBXTreeNode; DBNNode; DBNModel; DBNRoot; DBNProject; DBNProjectDatabases; DBNLocalFolder; DBNDataSource; DBNUtils; DBXTreeFolder; DBPDataSourceProviderRegistry; DBPDataSourceProviderDescriptor; DBPDriver; DBPAuthModelDescriptor; DBPConnectionType; DBWorkbench; DBPApplicationWorkbench; AbstractApplication; ApplicationRegistry; RuntimeUtils; DBPDriverSubstitutionDescriptor; DBPDriverSubstitution; DBPEditorContribution; DBXTreeObject; DBNResource; DBPResourceHandler; DBNEvent; DBPPlatformDesktop; DBPWorkspaceDesktop; DBPResourceHandlerDescriptor; DBPResourceTypeDescriptor; ResourceUtils; ContentUtils; AbstractJob; DBEObjectManager; DBECommand; DBEPersistAction; DBNRegistry; DBNModelExtenderDescriptor; DBNModelExtender; DBNNodeExtendable; INavigatorListener; DBSObjectState; DBVUtils; DBVEntityAttribute; DBNLegacyUtils; DBNFileSystems; DBNFileSystem; DBNFileSystemRoot; DBFFileSystemDescriptor; DBFFileSystemProvider; DBFFileSystemManager; DBNPathBase; DBNPath; EFSNIOResource; EFSNIOFileStore; EFSNIOListener; EFSNIOMonitor; DBXTreeIcon; DBNDatabaseItem; DBValueFormatting; DBExecUtils; DBPErrorAssistant; DBCTransactionManager; DBCSavepoint; SQLQuery; SQLSelectItem; SQLSemanticProcessor; DBDAttributeConstraint; DBECommandContext; DBECommandListener; QMMConnectionInfo; QMMProjectInfo; QMMStatementInfo; QMMStatementExecuteInfo; QMMTransactionSavepointInfo; QMMTransactionInfo; QMMObject; InvalidateJob; DBObjectNameCaseTransformer; QMUtils; QMExecutionHandler; DBRFeature; DBRFeatureRegistry; DBRFeatureTracker; QMEventBrowser; QMEventCursor; QMMetaEventEntity; DBVEntityForeignKey; DBVModelSerializerLegacy; DBVEntityConstraint; DBEObjectRenamer; DBVModelSerializerModern; DBSEntityAssociation; DBSInstance; DBServiceConnections; DefaultValueHandler; DBDAttributeTransformer; SQLSyntaxManager; SQLQueryParameter; DBSSecretController; DBInfoUtils; DBAAuthProfile; DBACredentialsProvider; DBACertificateStorage; SystemVariablesResolver; AuthModelDatabaseNative; DBPDataSourceProvider; PrefUtils; DataFormatterProfile; DataFormatterDescriptor; PropertyDescriptor; DataFormatterRegistry
.,org.jkiss.dbeaver.model.edit,DBECommandAggregator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBECommandFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBECommandInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBECommandRename,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBECommandVisitor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBECommandWithOptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBEObjectWithDependencies,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBEPersistAction.ActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,org.jkiss.dbeaver.model.edit,DBEPersistAction.ActionType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBEPersistActionDML,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBEPersistActionDML.DMLAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,org.jkiss.dbeaver.model.edit,DBEPersistActionDML.DMLAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBEPrivateObjectEditor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit,DBEStructHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit.prop,DBECommandDeleteObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit.prop,DBEPropertyPersister,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit.prop,DBEPropertyReflector,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit.prop,DBEPropertyUpdater,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.edit.prop,DBEPropertyValidator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec.compile,DBCCompileLogBase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec.compile,DBCCompileLogBase,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOG_LEVEL_TRACE; LOG_LEVEL_DEBUG; LOG_LEVEL_INFO; LOG_LEVEL_WARN; LOG_LEVEL_ERROR; LOG_LEVEL_FATAL; error; errorStack
.,org.jkiss.dbeaver.model.exec,DBCConnectException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCConnectException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DBCException
.,org.jkiss.dbeaver.model.exec,DBCDocumentConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
